"student_id","nama_mahasiswa","kota","gender"
"S173","Amalia Utami","Depok","Female"
"S174","KH. Maryanto Melani","Bandung","Female"
"S175","Kartika Melani","Jakarta","Male"
"S176","Ulya Gunawan","Depok","Male"
"S177","Cakrabirawa Anggriawan, S.IP","Jakarta","Male"
"S178","H. Dacin Nasyidah","Jakarta","Female"
"S179","Edward Mustofa","Bekasi","Female"
"S180","R.A. Putri Pudjiastuti","Jakarta","Male"
"S181","Kala Hidayat","Bandung","Male"
"S182","Dasa Kusumo, M.Pd","Bekasi","Male"
"S183","Garda Dongoran","Bandung","Male"
"S184","Nadia Widiastuti","Depok","Female"
"S185","Febi Haryanti","Jakarta","Female"
"S186","Drs. Melinda Kurniawan, S.Pd","Jakarta","Male"
"S187","Malika Irawan","Bandung","Male"
"S188","Dt. Tomi Anggraini","Bekasi","Male"
"S189","Tgk. Raina Laksmiwati","Jakarta","Male"
"S190","Opung Wijaya","Bekasi","Female"
"S191","Eka Wahyuni","Bandung","Female"
"S192","Maida Gunawan","Bekasi","Female"
"S193","T. Warsita Sudiati, M.TI.","Depok","Female"
"S194","Puput Sinaga","Bekasi","Female"
"S195","Hartana Mangunsong","Bekasi","Female"
"S196","Calista Wahyuni","Bandung","Female"
"S197","Ir. Gada Laksita, S.IP","Bandung","Female"
"S198","R. Asmadi Saputra, S.H.","Bekasi","Female"
"S199","Kamaria Yolanda","Bandung","Female"
"S200","drg. Jelita Puspasari, S.IP","Bandung","Male"
"S201","Puspa Laksita","Depok","Female"
"S202","Saka Kuswoyo","Bekasi","Male"
"S203","Wirda Utama, S.Farm","Depok","Female"
"S204","dr. Unjani Irawan, S.T.","Jakarta","Female"
"S205","Hj. Shania Pradana, M.Kom.","Jakarta","Female"
"S206","Bambang Nashiruddin","Jakarta","Male"
"S207","Dina Wulandari","Jakarta","Female"
"S208","Hasan Gunarto","Bekasi","Female"
"S209","Zelda Permata","Bekasi","Female"
"S210","Drs. Eja Gunarto, S.E.","Bandung","Female"
"S211","Estiono Pratama","Depok","Male"
"S212","Ir. Pangestu Napitupulu, S.Pd","Jakarta","Female"
"S213","Zaenab Handayani","Bekasi","Female"
"S214","Putri Mustofa","Bandung","Male"
"S215","Ifa Sihombing","Bekasi","Female"
"S216","Siska Usada","Jakarta","Female"
"S217","Yosef Kuswoyo","Bekasi","Female"
"S218","Dt. Galar Yuliarti","Bandung","Male"
"S219","Indah Saputra","Bandung","Female"
"S220","Warsa Sirait","Jakarta","Female"
"S221","Drs. Salimah Namaga, S.I.Kom","Bandung","Female"
"S222","drg. Uchita Januar","Jakarta","Female"
"S223","Limar Rahayu","Jakarta","Female"
"S224","Cakrajiya Najmudin","Depok","Male"
"S225","Drs. Syahrini Siregar, S.Ked","Bekasi","Female"
"S226","R. Kajen Lailasari, S.E.I","Bekasi","Male"
"S227","Azalea Saptono, S.Ked","Bekasi","Male"
"S228","Laila Mayasari","Jakarta","Male"
"S229","Banawa Siregar","Jakarta","Female"
"S230","Tgk. Koko Sihotang","Bandung","Female"
"S231","Gabriella Mangunsong","Bandung","Female"
"S232","Puti Tiara Melani, S.Farm","Jakarta","Male"
"S233","R. Ida Sitorus","Bandung","Male"
"S234","Ajiono Suryono","Depok","Male"
"S235","Cut Violet Fujiati, M.M.","Bandung","Male"
"S236","Satya Astuti","Jakarta","Male"
"S237","Candra Widodo","Depok","Male"
"S238","Maida Nurdiyanti, S.Kom","Bekasi","Female"
"S239","Violet Purwanti","Depok","Male"
"S240","Ir. Bancar Usamah, M.TI.","Bekasi","Male"
"S241","Ir. Kamila Marbun, S.E.","Jakarta","Male"
"S242","Surya Halim","Jakarta","Female"
"S243","drg. Prakosa Adriansyah, S.Kom","Bandung","Female"
"S244","Tgk. Rusman Padmasari, S.E.I","Depok","Female"
"S245","Cornelia Saputra","Bandung","Male"
"S246","Ade Pudjiastuti","Bekasi","Female"
"S247","Eman Handayani","Bekasi","Female"
"S248","Cici Nainggolan","Bandung","Female"
"S249","Ciaobella Nainggolan","Bandung","Female"
"S250","Ira Irawan","Depok","Male"
"S251","Opan Purnawati","Bekasi","Female"
"S252","Ir. Pia Yuniar, M.Ak","Bekasi","Female"
"S253","Ciaobella Hutasoit","Bekasi","Female"
"S254","Tgk. Kamila Wahyuni, S.E.I","Bandung","Male"
"S255","Sabrina Latupono","Jakarta","Male"
"S256","Hani Setiawan, S.IP","Jakarta","Male"
"S257","R.A. Dewi Haryanti","Bekasi","Female"
"S258","Gawati Safitri","Bandung","Male"
"S259","R.M. Harjaya Siregar, M.TI.","Depok","Female"
"S260","Mitra Padmasari","Depok","Female"
"S261","Tgk. Ridwan Prabowo","Bekasi","Male"
"S262","R.A. Hafshah Wibisono, S.H.","Jakarta","Male"
"S263","Anastasia Nashiruddin","Bekasi","Female"
"S264","Yusuf Tamba","Bandung","Male"
"S265","Tgk. Ihsan Riyanti, S.Gz","Bekasi","Female"
"S266","Cemeti Habibi","Bekasi","Male"
"S267","Puti Dewi Farida, S.Kom","Depok","Female"
"S268","Jayeng Simanjuntak","Bekasi","Female"
"S269","Reza Damanik","Bekasi","Female"
"S270","Rudi Pradipta","Bandung","Female"
"S271","Wardi Tamba","Jakarta","Male"
"S272","Jessica Jailani","Bandung","Male"
"S273","Mursita Hutapea","Bekasi","Male"
"S274","Puti Alika Prakasa","Bandung","Male"
"S275","Cinthia Wibowo","Depok","Female"
"S276","T. Martaka Waluyo, S.Sos","Bekasi","Female"
"S277","Ani Putra","Bekasi","Male"
"S278","Maimunah Kuswandari","Jakarta","Female"
"S279","Radika Lestari","Jakarta","Female"
"S280","Darman Palastri","Bandung","Female"
"S281","Harjaya Wastuti","Jakarta","Female"
"S282","Elvina Napitupulu","Bekasi","Male"
"S283","Artanto Nurdiyanti","Jakarta","Male"
"S284","Humaira Sinaga, M.Ak","Bekasi","Male"
"S285","Shakila Marbun","Bekasi","Female"
"S286","KH. Gantar Anggraini, M.M.","Depok","Female"
"S287","Titin Susanti, S.Kom","Bekasi","Male"
"S288","Radit Waluyo","Bekasi","Male"
"S289","Drs. Kani Mandasari","Bekasi","Female"
"S290","R. Mutia Maryadi, M.Farm","Bekasi","Male"
"S291","Latika Kusumo","Jakarta","Female"
"S292","Victoria Widiastuti","Jakarta","Male"
"S293","Cut Paulin Sihombing, S.Kom","Bandung","Male"
"S294","Puti Michelle Suryatmi","Bandung","Male"
"S295","dr. Tania Halimah","Bekasi","Male"
"S296","Cawuk Salahudin","Bekasi","Female"
"S297","Mujur Astuti","Jakarta","Male"
"S298","Gatra Astuti","Jakarta","Female"
"S299","Vanesa Saptono","Bandung","Male"
"S300","Uchita Winarsih","Jakarta","Male"
"S301","Mumpuni Firgantoro","Bandung","Male"
"S302","dr. Tedi Mulyani, S.Kom","Bekasi","Male"
"S303","Shakila Simanjuntak","Depok","Male"
"S304","Karja Prakasa","Bekasi","Female"
"S305","R.A. Lala Namaga","Bekasi","Female"
"S306","Hendri Halim","Jakarta","Female"
"S307","Respati Putra, S.IP","Jakarta","Male"
"S308","Drs. Indah Nababan","Bandung","Male"
"S309","Jumadi Saragih, S.Pt","Jakarta","Female"
"S310","Ilsa Wasita","Bandung","Female"
"S311","Dwi Maryadi","Bandung","Female"
"S312","Garda Nainggolan","Depok","Male"
"S313","Suci Gunawan","Bekasi","Male"
"S314","Mursinin Budiyanto","Bandung","Female"
"S315","Drs. Martaka Wulandari, S.Kom","Bandung","Female"
"S316","Putri Lestari","Depok","Female"
"S317","Paramita Latupono, S.Pd","Bekasi","Female"
"S318","Rina Wijayanti, S.Pt","Bandung","Female"
"S319","Gadang Dabukke","Bekasi","Female"
"S320","Gandi Jailani","Bekasi","Male"
"S321","dr. Salimah Wacana","Depok","Female"
"S322","Vicky Agustina","Depok","Male"
"S323","Jayeng Mandasari","Bandung","Female"
"S324","Balapati Maheswara","Bekasi","Female"
"S325","Ir. Aditya Sitorus, M.Pd","Bekasi","Female"
"S326","Zaenab Sudiati","Bandung","Male"
"S327","Ihsan Kurniawan","Depok","Female"
"S328","Fitria Uyainah","Bandung","Male"
"S329","Jarwa Rajata","Bandung","Male"
"S330","Ega Jailani","Bandung","Male"
"S331","Diah Melani","Bekasi","Female"
"S332","Vino Winarsih","Bandung","Female"
"S333","Daliono Prayoga, S.E.I","Bekasi","Male"
"S334","Halim Melani","Bekasi","Male"
"S335","Hafshah Winarno","Bekasi","Female"
"S336","Erik Zulaika","Jakarta","Male"
"S337","dr. Ade Maryati, S.IP","Bandung","Male"
"S338","Cut Siska Megantara","Bandung","Male"
"S339","Tirtayasa Saptono, M.Kom.","Depok","Female"
"S340","R. Tri Marpaung, S.Gz","Bandung","Female"
"S341","Kamidin Wijaya","Bandung","Male"
"S342","Jaya Marpaung","Bekasi","Female"
"S343","Jasmin Wasita, M.Farm","Bandung","Female"
"S344","Jaiman Usada","Bandung","Male"
"S345","Himawan Nashiruddin, M.Farm","Bandung","Male"
"S346","Eka Maheswara","Bekasi","Male"
"S347","R.A. Keisha Hidayanto, M.M.","Jakarta","Female"
"S348","Titi Usada","Bandung","Male"
"S349","Lala Sihombing, S.E.","Jakarta","Female"
"S350","Nilam Wacana, S.Kom","Bekasi","Female"
"S351","Bagas Wastuti","Jakarta","Female"
"S352","Iriana Zulaika","Bandung","Male"
"S353","Cindy Oktaviani","Bekasi","Male"
"S354","Maras Kusumo","Jakarta","Female"
"S355","Puti Rika Mahendra, M.Farm","Bandung","Female"
"S356","dr. Vanesa Namaga","Jakarta","Female"
"S357","Padmi Prakasa","Jakarta","Female"
"S358","Opung Marbun, S.Gz","Jakarta","Male"
"S359","Kartika Permadi","Jakarta","Female"
"S360","Nadine Haryanto","Bandung","Male"
"S361","Puti Yulia Dabukke, S.E.I","Bandung","Female"
"S362","Oliva Sitorus","Jakarta","Female"
"S363","Daryani Laksmiwati","Bandung","Male"
"S364","Diana Kurniawan","Depok","Female"
"S365","Tgk. Victoria Siregar, S.T.","Depok","Female"
"S366","R.M. Yoga Lailasari, S.Psi","Bandung","Male"
"S367","Raina Haryanti","Depok","Female"
"S368","Mahfud Dongoran","Bandung","Male"
"S369","Zelda Pradipta","Jakarta","Male"
"S370","Lembah Budiyanto","Bekasi","Female"
"S371","drg. Diah Kusmawati","Depok","Male"
"S372","R.A. Almira Wasita, M.Farm","Bekasi","Female"
"S373","Cut Jessica Sihombing","Jakarta","Female"
"S374","Drs. Gabriella Kurniawan, M.Kom.","Bandung","Female"
"S375","R.A. Yuliana Hastuti","Jakarta","Male"
"S376","Eka Novitasari, S.T.","Jakarta","Male"
"S377","Asirwada Habibi, S.Ked","Bandung","Male"
"S378","Unggul Mandasari","Bekasi","Male"
"S379","Sakura Riyanti","Bekasi","Male"
"S380","Genta Rahayu","Jakarta","Male"
"S381","Sutan Jarwadi Prakasa, S.Farm","Bandung","Female"
"S382","Kardi Farida","Bekasi","Male"
"S383","Ida Sihombing","Jakarta","Female"
"S384","Sutan Asman Prabowo","Bandung","Male"
"S385","dr. Aurora Situmorang, S.Kom","Depok","Male"
"S386","Oskar Zulkarnain, S.Kom","Jakarta","Male"
"S387","Jati Puspita","Depok","Male"
"S388","Lasmanto Simanjuntak","Bandung","Female"
"S389","Mulya Saragih","Bandung","Male"
"S390","Ani Marpaung, S.Pd","Bandung","Female"
"S391","Titi Mayasari","Bandung","Male"
"S392","Pangestu Astuti","Bandung","Female"
"S393","Tgk. Ellis Prayoga, S.Pd","Bandung","Male"
"S394","Hasna Salahudin, M.Ak","Bekasi","Male"
"S395","Pranata Simbolon","Bekasi","Male"
"S396","Karta Padmasari","Bekasi","Male"
"S397","Puput Oktaviani","Jakarta","Female"
"S398","Ir. Calista Saefullah, S.Farm","Jakarta","Female"
"S399","Mitra Padmasari","Bekasi","Male"
"S400","Ega Permata, S.T.","Jakarta","Male"
"S401","Dr. Oni Hariyah","Bekasi","Female"
"S402","Galih Sitompul","Bandung","Female"
"S403","Dr. Kasiran Pradipta, S.H.","Bekasi","Male"
"S404","R.A. Aurora Zulaika","Bekasi","Female"
"S405","Siska Thamrin","Bandung","Female"
"S406","Halima Mandala","Jakarta","Female"
"S407","Among Tampubolon, M.M.","Bandung","Female"
"S408","Sakura Sihombing, S.E.","Bandung","Male"
"S409","Rahmi Ramadan, S.IP","Bekasi","Male"
"S410","Anom Prasasta","Bandung","Female"
"S411","Amelia Sudiati","Bandung","Female"
"S412","Adika Rahayu","Bekasi","Male"
"S413","H. Slamet Tamba","Jakarta","Female"
"S414","Laila Prayoga","Bandung","Female"
"S415","Tina Napitupulu","Bandung","Male"
"S416","Parman Suryono","Depok","Female"
"S417","Siska Situmorang","Bekasi","Male"
"S418","Alika Widiastuti","Jakarta","Female"
"S419","Luhung Haryanto","Bandung","Male"
"S420","Lili Tampubolon","Bandung","Male"
"S421","Jayadi Nasyidah","Jakarta","Female"
"S422","drg. Najam Agustina","Bekasi","Female"
"S423","Kawaya Rahmawati","Depok","Male"
"S424","Puspa Rajata","Jakarta","Male"
"S425","Maya Habibi","Bekasi","Male"
"S426","Raina Nainggolan","Depok","Male"
"S427","R.A. Putri Wastuti, M.Ak","Depok","Female"
"S428","Salimah Prabowo","Jakarta","Male"
"S429","Citra Dabukke","Bandung","Female"
"S430","R.M. Hendri Najmudin, S.Farm","Jakarta","Female"
"S431","Mursita Napitupulu","Jakarta","Female"
"S432","Radit Melani","Bandung","Male"
"S433","Garan Laksita","Bandung","Male"
"S434","KH. Teguh Haryanto, S.Sos","Jakarta","Female"
"S435","KH. Arta Salahudin, S.Ked","Bekasi","Female"
"S436","Hj. Usyi Utami, S.Pt","Depok","Female"
"S437","Hasta Setiawan","Bekasi","Male"
"S438","Surya Gunawan","Bandung","Female"
"S439","Muni Saragih, S.Kom","Bekasi","Female"
"S440","Omar Purwanti","Bandung","Male"
"S441","dr. Candra Oktaviani, M.M.","Bandung","Female"
"S442","T. Johan Handayani","Bandung","Female"
"S443","R. Ismail Wibisono, S.IP","Bekasi","Female"
"S444","Tgk. Mila Maulana","Bandung","Female"
"S445","Maria Oktaviani","Bekasi","Female"
"S446","Ade Mandasari, S.Pt","Jakarta","Female"
"S447","R.A. Vanesa Prastuti, S.Ked","Depok","Male"
"S448","Malika Nasyidah","Bekasi","Male"
"S449","Fathonah Hastuti, S.Gz","Bekasi","Female"
"S450","Hj. Kartika Nugroho","Depok","Male"
"S451","Elma Maryadi","Bandung","Female"
"S452","Drs. Talia Agustina, M.Pd","Depok","Male"
"S453","Drs. Akarsana Usamah","Jakarta","Male"
"S454","Wakiman Maheswara, S.IP","Bandung","Male"
"S455","Cindy Haryanto","Bekasi","Male"
"S456","Dr. Nadia Laksita, M.M.","Bandung","Male"
"S457","Lasmanto Megantara","Jakarta","Female"
"S458","R.A. Aurora Jailani","Bandung","Male"
"S459","Kairav Handayani","Bandung","Female"
"S460","Dr. Vera Usada","Bekasi","Female"
"S461","Ir. Winda Safitri, S.E.I","Bekasi","Female"
"S462","Drs. Shakila Halim","Bandung","Female"
"S463","Ratih Sihotang","Bandung","Male"
"S464","T. Emas Pudjiastuti","Jakarta","Female"
"S465","Belinda Widiastuti","Jakarta","Male"
"S466","Tgk. Padma Nurdiyanti","Jakarta","Male"
"S467","Vivi Firgantoro","Bandung","Female"
"S468","Anom Thamrin, M.Kom.","Bandung","Female"
"S469","Suci Habibi, M.TI.","Bekasi","Female"
"S470","Ir. Ifa Mahendra","Bekasi","Female"
"S471","Warsita Januar","Bekasi","Male"
"S472","Karman Prasasta, M.Farm","Bandung","Female"
"S473","Harsaya Natsir","Jakarta","Female"
"S474","Waluyo Marpaung","Bandung","Female"
"S475","Rina Wastuti","Bekasi","Male"
"S476","Prakosa Anggriawan","Jakarta","Female"
"S477","Ir. Umay Putra","Depok","Female"
"S478","Amalia Kuswoyo","Bekasi","Female"
"S479","Tugiman Wasita","Jakarta","Male"
"S480","Lintang Budiyanto","Bekasi","Male"
"S481","Mutia Mayasari, S.E.","Jakarta","Female"
"S482","Lega Siregar, M.Pd","Bandung","Female"
"S483","Lili Hasanah","Bandung","Male"
"S484","Puti Padmi Hastuti, S.T.","Bekasi","Female"
"S485","Wasis Lailasari","Bekasi","Female"
"S486","Panji Latupono, S.IP","Bandung","Male"
"S487","Tgk. Lintang Dabukke, S.Gz","Bandung","Female"
"S488","Jaga Prabowo","Bandung","Male"
"S489","Ghaliyati Prastuti","Bandung","Male"
"S490","Ade Padmasari","Depok","Male"
"S491","Zizi Firgantoro, S.T.","Bandung","Male"
"S492","Tgk. Jaeman Tampubolon, M.Farm","Bandung","Male"
"S493","Maimunah Maheswara","Bekasi","Female"
"S494","Nadine Hastuti","Bekasi","Male"
"S495","Rachel Wibisono","Bekasi","Female"
"S496","dr. Jasmin Natsir, S.I.Kom","Depok","Male"
"S497","Jamalia Budiman, S.Pt","Depok","Female"
"S498","Marsudi Nuraini","Bekasi","Male"
"S499","Ganjaran Agustina","Jakarta","Male"
"S500","Yance Sinaga","Bekasi","Male"
"S001","Abyasa Rajata","Bandung","Female"
"S002","Dr. Diah Prabowo, S.IP","Jakarta","Male"
"S003","Cut Yessi Tampubolon","Bekasi","Male"
"S004","Karimah Simanjuntak","Bekasi","Female"
"S005","Ganjaran Najmudin","Bandung","Male"
"S006","Hartana Pratama","Jakarta","Male"
"S007","Waluyo Padmasari","Bandung","Male"
"S008","Martana Samosir","Jakarta","Male"
"S009","Vino Lazuardi","Depok","Female"
"S010","Tgk. Ega Napitupulu, S.Kom","Bandung","Female"
"S011","Ghaliyati Hutagalung","Bandung","Male"
"S012","Ir. Uli Winarno, S.Ked","Bekasi","Male"
"S013","Paris Pertiwi","Bekasi","Male"
"S014","Damar Siregar","Bekasi","Female"
"S015","Dadap Firmansyah","Jakarta","Female"
"S016","Tiara Halimah","Bekasi","Female"
"S017","Wadi Januar, S.Ked","Bandung","Female"
"S018","Mustofa Rahimah","Bekasi","Female"
"S019","Lasmanto Sihotang, S.Kom","Jakarta","Male"
"S020","Vanya Sudiati, S.Gz","Bandung","Female"
"S021","Karen Budiman, S.T.","Depok","Male"
"S022","T. Jaka Laksita","Bekasi","Male"
"S023","drg. Jaeman Nashiruddin, M.Kom.","Bandung","Male"
"S024","Titi Mahendra","Bekasi","Female"
"S025","Rahmi Putra","Bekasi","Female"
"S026","H. Asman Wibowo, M.Ak","Jakarta","Female"
"S027","Ganjaran Januar","Bekasi","Male"
"S028","Gilang Sihotang","Bekasi","Male"
"S029","Paris Dongoran","Bandung","Male"
"S030","Edi Saefullah","Bekasi","Female"
"S031","Oni Santoso","Jakarta","Female"
"S032","Drs. Lalita Hasanah, M.Farm","Depok","Female"
"S033","Kacung Hidayat","Jakarta","Female"
"S034","Dr. Rahmi Nasyiah, S.Gz","Jakarta","Male"
"S035","Tri Kusumo","Jakarta","Male"
"S036","Kania Firgantoro","Bekasi","Female"
"S037","Ami Manullang","Bandung","Female"
"S038","Gaduh Mangunsong, S.E.I","Bandung","Male"
"S039","Tiara Kuswoyo","Bekasi","Female"
"S040","Nurul Manullang","Bekasi","Male"
"S041","Sarah Saputra","Jakarta","Female"
"S042","Rika Tarihoran","Bekasi","Female"
"S043","T. Anom Puspita","Bandung","Male"
"S044","dr. Raharja Agustina","Bandung","Female"
"S045","Dr. Rika Prayoga","Jakarta","Male"
"S046","Dr. Heru Hassanah","Bandung","Female"
"S047","Ani Mustofa","Bandung","Male"
"S048","R.A. Humaira Firgantoro","Jakarta","Male"
"S049","Sutan Tasnim Winarno, M.Pd","Depok","Male"
"S050","Widya Prabowo","Bekasi","Female"
"S051","Okta Uwais","Jakarta","Male"
"S052","Ir. Langgeng Nuraini, M.Ak","Jakarta","Male"
"S053","Ina Winarno, S.Pd","Bekasi","Male"
"S054","Jarwi Agustina, M.Pd","Depok","Female"
"S055","Edison Prastuti","Bekasi","Female"
"S056","Sutan Pangestu Saptono, M.TI.","Bekasi","Female"
"S057","Gilda Sitompul","Bekasi","Male"
"S058","Dian Samosir","Jakarta","Female"
"S059","Dr. Siska Widiastuti","Bandung","Male"
"S060","Lidya Novitasari","Bekasi","Female"
"S061","Putu Kusmawati","Bekasi","Female"
"S062","Nalar Putra","Jakarta","Male"
"S063","Kadir Prakasa, S.Psi","Bekasi","Female"
"S064","Luwes Prastuti, M.TI.","Jakarta","Female"
"S065","Ilsa Fujiati","Bandung","Female"
"S066","Malika Saefullah","Jakarta","Male"
"S067","Eko Nababan","Jakarta","Male"
"S068","Irnanto Sihotang","Depok","Male"
"S069","Mila Mahendra, M.TI.","Depok","Male"
"S070","T. Ikin Hassanah","Bekasi","Male"
"S071","Violet Latupono, S.I.Kom","Bandung","Female"
"S072","Queen Budiman","Depok","Male"
"S073","R. Ian Hakim, M.Farm","Depok","Female"
"S074","H. Satya Wibowo","Bekasi","Female"
"S075","R. Paiman Fujiati","Bekasi","Female"
"S076","Unggul Zulkarnain","Bekasi","Male"
"S077","Edward Hidayanto, S.Kom","Bekasi","Female"
"S078","Puti Shakila Saptono","Bekasi","Female"
"S079","Lalita Dongoran","Bandung","Female"
"S080","Oliva Waskita, S.Psi","Depok","Male"
"S081","Kusuma Nurdiyanti, M.Farm","Bekasi","Male"
"S082","Alambana Hastuti, S.Pt","Bekasi","Male"
"S083","Puti Hafshah Hutapea, S.Psi","Bekasi","Male"
"S084","Niyaga Mustofa","Bekasi","Female"
"S085","Tgk. Maman Haryanti, S.Sos","Bekasi","Male"
"S086","Ir. Hafshah Hidayanto, S.IP","Jakarta","Male"
"S087","Belinda Hutasoit","Depok","Female"
"S088","Dr. Harjo Mandala, S.E.","Bandung","Female"
"S089","Drs. Rafid Marbun","Jakarta","Female"
"S090","Hj. Jessica Yolanda, M.Pd","Bandung","Female"
"S091","Prabu Mayasari","Bekasi","Female"
"S092","H. Mahfud Rahimah","Depok","Female"
"S093","R. Capa Latupono","Bandung","Male"
"S094","Cut Mutia Nasyiah, S.Kom","Jakarta","Female"
"S095","Digdaya Siregar","Depok","Male"
"S096","Dwi Gunarto","Bekasi","Female"
"S097","Ciaobella Novitasari","Jakarta","Male"
"S098","Dina Hartati","Depok","Male"
"S099","H. Adiarja Nasyidah, S.Kom","Depok","Male"
"S100","Xanana Sihotang","Bandung","Female"
"S101","Tami Siregar","Jakarta","Male"
"S102","Kamal Sihotang","Depok","Female"
"S103","Arsipatra Lazuardi","Bandung","Female"
"S104","Lintang Hutagalung","Depok","Male"
"S105","T. Karya Zulaika, S.Farm","Depok","Male"
"S106","Oliva Prastuti, M.Kom.","Bandung","Male"
"S107","Suci Manullang","Depok","Male"
"S108","Drs. Gaiman Nugroho","Jakarta","Male"
"S109","Gambira Mardhiyah","Bekasi","Female"
"S110","Ciaobella Wulandari","Bandung","Male"
"S111","Raina Saputra","Bandung","Male"
"S112","Purwa Yulianti, S.I.Kom","Bandung","Male"
"S113","Puti Tina Najmudin","Jakarta","Female"
"S114","Puti Oliva Santoso","Jakarta","Female"
"S115","Bajragin Susanti","Bandung","Female"
"S116","Jati Lailasari","Jakarta","Female"
"S117","KH. Gilang Wahyuni","Bekasi","Female"
"S118","H. Harjaya Mansur, S.Kom","Jakarta","Female"
"S119","Dariati Namaga","Bekasi","Male"
"S120","drg. Capa Nainggolan","Bandung","Female"
"S121","Tgk. Cici Haryanti","Jakarta","Male"
"S122","Puti Tira Iswahyudi, S.Pt","Bandung","Male"
"S123","Umaya Yuliarti, M.Ak","Bekasi","Male"
"S124","Budi Palastri","Bekasi","Female"
"S125","Najwa Prasetya, M.Ak","Bandung","Female"
"S126","Nasab Usada","Bandung","Male"
"S127","R. Murti Fujiati, M.Ak","Bekasi","Male"
"S128","Najib Astuti","Bekasi","Male"
"S129","Raina Utami, S.E.","Bandung","Female"
"S130","Ira Siregar","Bandung","Female"
"S131","Nadine Prabowo","Bekasi","Male"
"S132","T. Pranawa Santoso","Jakarta","Male"
"S133","Mulyanto Lestari","Depok","Male"
"S134","R. Najwa Safitri, S.I.Kom","Jakarta","Male"
"S135","drg. Unjani Wahyudin","Bandung","Female"
"S136","Karman Samosir","Bandung","Female"
"S137","Hamzah Fujiati","Bandung","Male"
"S138","Adiarja Hutapea","Jakarta","Female"
"S139","Indra Hassanah, M.Kom.","Bekasi","Female"
"S140","Dr. Ida Ramadan","Jakarta","Male"
"S141","Dt. Pardi Hastuti, M.Kom.","Depok","Male"
"S142","Damu Yolanda","Bekasi","Female"
"S143","Rika Handayani","Depok","Female"
"S144","Vera Sinaga","Jakarta","Male"
"S145","Artawan Wijaya","Jakarta","Female"
"S146","Faizah Siregar","Jakarta","Female"
"S147","T. Dwi Nurdiyanti, S.E.","Bekasi","Female"
"S148","Taswir Puspita","Bekasi","Female"
"S149","Drs. Wage Hidayanto","Bandung","Female"
"S150","Gadang Zulaika","Depok","Female"
"S151","drg. Daliman Januar","Bandung","Female"
"S152","Lalita Hardiansyah, S.E.","Bandung","Female"
"S153","Siti Hutasoit","Bekasi","Male"
"S154","Restu Safitri, S.E.","Jakarta","Male"
"S155","Vivi Pratiwi","Bandung","Female"
"S156","Radit Puspasari","Jakarta","Male"
"S157","Victoria Rahayu","Bandung","Female"
"S158","Uchita Suryatmi","Jakarta","Female"
"S159","Shania Zulkarnain","Jakarta","Female"
"S160","Hani Agustina","Bandung","Male"
"S161","Humaira Susanti","Bandung","Male"
"S162","Ilsa Budiyanto","Bandung","Female"
"S163","Uchita Napitupulu, S.T.","Bekasi","Male"
"S164","Drs. Jaga Jailani","Bandung","Female"
"S165","dr. Hasna Halim, M.Pd","Bekasi","Female"
"S166","Gina Nasyiah","Jakarta","Female"
"S167","Raden Suryatmi, S.Pd","Depok","Female"
"S168","dr. Gara Tarihoran, M.Kom.","Depok","Male"
"S169","Maida Sihotang","Bekasi","Female"
"S170","H. Dasa Padmasari, S.Gz","Jakarta","Female"
"S171","Gilda Wacana, S.E.","Bekasi","Male"
"S172","Raihan Pranowo","Bandung","Female"
"S173","Amalia Utami","Depok","Female"
"S174","KH. Maryanto Melani","Bandung","Female"
"S175","Kartika Melani","Jakarta","Male"
"S176","Ulya Gunawan","Depok","Male"
"S177","Cakrabirawa Anggriawan, S.IP","Jakarta","Male"
"S178","H. Dacin Nasyidah","Jakarta","Female"
"S179","Edward Mustofa","Bekasi","Female"
"S180","R.A. Putri Pudjiastuti","Jakarta","Male"
"S181","Kala Hidayat","Bandung","Male"
"S182","Dasa Kusumo, M.Pd","Bekasi","Male"
"S183","Garda Dongoran","Bandung","Male"
"S184","Nadia Widiastuti","Depok","Female"
"S185","Febi Haryanti","Jakarta","Female"
"S186","Drs. Melinda Kurniawan, S.Pd","Jakarta","Male"
"S187","Malika Irawan","Bandung","Male"
"S188","Dt. Tomi Anggraini","Bekasi","Male"
"S189","Tgk. Raina Laksmiwati","Jakarta","Male"
"S190","Opung Wijaya","Bekasi","Female"
"S191","Eka Wahyuni","Bandung","Female"
"S192","Maida Gunawan","Bekasi","Female"
"S193","T. Warsita Sudiati, M.TI.","Depok","Female"
"S194","Puput Sinaga","Bekasi","Female"
"S195","Hartana Mangunsong","Bekasi","Female"
"S196","Calista Wahyuni","Bandung","Female"
"S197","Ir. Gada Laksita, S.IP","Bandung","Female"
"S198","R. Asmadi Saputra, S.H.","Bekasi","Female"
"S199","Kamaria Yolanda","Bandung","Female"
"S200","drg. Jelita Puspasari, S.IP","Bandung","Male"
"S201","Puspa Laksita","Depok","Female"
"S202","Saka Kuswoyo","Bekasi","Male"
"S203","Wirda Utama, S.Farm","Depok","Female"
"S204","dr. Unjani Irawan, S.T.","Jakarta","Female"
"S205","Hj. Shania Pradana, M.Kom.","Jakarta","Female"
"S206","Bambang Nashiruddin","Jakarta","Male"
"S207","Dina Wulandari","Jakarta","Female"
"S208","Hasan Gunarto","Bekasi","Female"
"S209","Zelda Permata","Bekasi","Female"
